"RM Item Desc","Date","Amount (in Rs. Crore)","Prompts_Time1","Sequence"
"RM1.1) Currency in circulation -Total ","2010/02/19 00:00:00","786519.72","2010 -02-19","1150"
"RM1.2) `Other' deposits with RBI ","2010/02/19 00:00:00","3527.0409","2010 -02-19","1152"
"RM1) Reserve Money (Liabilities/Components) ","2010/02/19 00:00:00","1065805.3909","2010 -02-19","1154"
"RM1) Reserve Money (Liabilities/Components) ","2011/02/25 00:00:00","1279520.1374","2011 -02-25","1154"
"RM2.3) Govt't currency liabilities to the public ","2010/02/05 00:00:00","11053.7","2010 -02-05","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2010/02/05 00:00:00","347060.55","2010 -02-05","1165"
"RM2.3) Govt't currency liabilities to the public ","2010/02/12 00:00:00","11053.7","2010 -02-12","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2010/02/12 00:00:00","348806.81","2010 -02-12","1165"
"RM2.1.1) RBI's Claims on - Government (net)","2010/02/19 00:00:00","131559.7","2010 -02-19","1156"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2010/02/19 00:00:00","4629.01","2010 -02-19","1162"
"RM2.2) Net foreign exchange assets of RBI ","2010/02/19 00:00:00","1266144.0009","2010 -02-19","1163"
"RM2.3) Govt't currency liabilities to the public ","2010/02/19 00:00:00","11053.7","2010 -02-19","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2010/02/19 00:00:00","347851.03","2010 -02-19","1165"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2010/02/19 00:00:00","4899.01","2010 -02-19","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2010/02/19 00:00:00","270","2010 -02-19","1159"
"RM1.3) Bankers' deposits with RBI ","2011/04/22 00:00:00","359883.45","2011 -04-22","1153"
"RM1.2) `Other' deposits with RBI ","2011/04/22 00:00:00","3304.6399","2011 -04-22","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2011/04/22 00:00:00","365280.3939","2011 -04-22","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2011/04/22 00:00:00","364705.0339","2011 -04-22","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2011/04/22 00:00:00","2504.38","2011 -04-22","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2011/04/22 00:00:00","1179","2011 -04-22","1159"
"RM2.2) Net foreign exchange assets of RBI ","2011/04/22 00:00:00","1340176.3199","2011 -04-22","1163"
"RM2.3) Govt't currency liabilities to the public ","2011/04/22 00:00:00","12833.84107","2011 -04-22","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2011/04/22 00:00:00","374564.12","2011 -04-22","1165"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2011/04/22 00:00:00","1325.38","2011 -04-22","1162"
"RM1) Reserve Money (Liabilities/Components) ","2011/04/22 00:00:00","1346230.81097","2011 -04-22","1154"
"RM1.1) Currency in circulation -Total ","2011/05/06 00:00:00","994669.39107","2011 -05-06","1150"
"RM1.3) Bankers' deposits with RBI ","2011/05/06 00:00:00","350649.69","2011 -05-06","1153"
"RM1.2) `Other' deposits with RBI ","2011/05/06 00:00:00","2941.8999","2011 -05-06","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2011/05/06 00:00:00","367234.8989","2011 -05-06","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2011/05/06 00:00:00","367154.4689","2011 -05-06","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2011/05/06 00:00:00","3181.47","2011 -05-06","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2011/05/06 00:00:00","1586.1","2011 -05-06","1159"
"RM2.2) Net foreign exchange assets of RBI ","2011/05/06 00:00:00","1352131.5399","2011 -05-06","1163"
"RM2.3) Govt't currency liabilities to the public ","2011/05/06 00:00:00","12833.84107","2011 -05-06","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2011/05/06 00:00:00","387120.76","2011 -05-06","1165"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2011/05/06 00:00:00","1595.37","2011 -05-06","1162"
"RM1.1) Currency in circulation -Total ","2012/03/31 00:00:00","1067230.2426","2012 -03-31","1150"
"RM1.2) `Other' deposits with RBI ","2012/03/31 00:00:00","2822.3567","2012 -03-31","1152"
"RM1.3) Bankers' deposits with RBI ","2012/03/31 00:00:00","356291.403","2012 -03-31","1153"
"RM1) Reserve Money (Liabilities/Components) ","2012/03/31 00:00:00","1426344.0023","2012 -03-31","1154"
"RM2.1.1) RBI's Claims on - Government (net)","2012/03/31 00:00:00","535737.8897","2012 -03-31","1156"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2012/03/31 00:00:00","3959.85","2012 -03-31","1162"
"RM2.2) Net foreign exchange assets of RBI ","2012/03/31 00:00:00","1472195.1258","2012 -03-31","1163"
"RM2.3) Govt't currency liabilities to the public ","2012/03/31 00:00:00","13444.3169","2012 -03-31","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2012/03/31 00:00:00","603840.6496","2012 -03-31","1165"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2012/03/31 00:00:00","8807.33","2012 -03-31","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2012/03/31 00:00:00","4847.48","2012 -03-31","1159"
"RM1.1) Currency in circulation -Total ","2012/06/29 00:00:00","1117650.0697","2012 -06-29","1150"
"RM1.3) Bankers' deposits with RBI ","2012/06/29 00:00:00","343458.8958","2012 -06-29","1153"
"RM1.2) `Other' deposits with RBI ","2012/06/29 00:00:00","1898.8814","2012 -06-29","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2012/06/29 00:00:00","567561.008848","2012 -06-29","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2012/06/29 00:00:00","567220.974248","2012 -06-29","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2012/06/29 00:00:00","11337.5298","2012 -06-29","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2012/06/29 00:00:00","7147.28","2012 -06-29","1159"
"RM2.2) Net foreign exchange assets of RBI ","2012/06/29 00:00:00","1595767.740308","2012 -06-29","1163"
"RM2.3) Govt't currency liabilities to the public ","2012/06/29 00:00:00","13903.9778","2012 -06-29","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2012/06/29 00:00:00","725562.4147","2012 -06-29","1165"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2012/06/29 00:00:00","4190.2498","2012 -06-29","1162"
"RM1) Reserve Money (Liabilities/Components) ","2012/06/29 00:00:00","1463007.8469","2012 -06-29","1154"
"RM1.1) Currency in circulation -Total ","2012/07/13 00:00:00","1123289.9612","2012 -07-13","1150"
"RM1.3) Bankers' deposits with RBI ","2012/07/13 00:00:00","337625.3694","2012 -07-13","1153"
"RM1.2) `Other' deposits with RBI ","2012/07/13 00:00:00","3901.7948","2012 -07-13","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2012/07/13 00:00:00","559403.88656","2012 -07-13","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2012/07/13 00:00:00","559078.66816","2012 -07-13","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2012/07/13 00:00:00","20507.0798","2012 -07-13","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2012/07/13 00:00:00","15487.83","2012 -07-13","1159"
"RM2.2) Net foreign exchange assets of RBI ","2012/07/13 00:00:00","1566178.6867","2012 -07-13","1163"
"RM2.3) Govt't currency liabilities to the public ","2012/07/13 00:00:00","13903.9778","2012 -07-13","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2012/07/13 00:00:00","695176.5112","2012 -07-13","1165"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2012/07/13 00:00:00","5019.2498","2012 -07-13","1162"
"RM1) Reserve Money (Liabilities/Components) ","2012/07/13 00:00:00","1464817.1254","2012 -07-13","1154"
"RM1.1) Currency in circulation -Total ","2012/09/21 00:00:00","1109855.5686","2012 -09-21","1150"
"RM1.3) Bankers' deposits with RBI ","2012/09/21 00:00:00","336633.3522","2012 -09-21","1153"
"RM1.2) `Other' deposits with RBI ","2012/09/21 00:00:00","1666.063715","2012 -09-21","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2012/09/21 00:00:00","536203.523146","2012 -09-21","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2012/09/21 00:00:00","535619.211146","2012 -09-21","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2012/09/21 00:00:00","20211.1761","2012 -09-21","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2012/09/21 00:00:00","16595.4263","2012 -09-21","1159"
"RM2.2) Net foreign exchange assets of RBI ","2012/09/21 00:00:00","1557544.482858","2012 -09-21","1163"
"RM2.3) Govt't currency liabilities to the public ","2012/09/21 00:00:00","14371.3117","2012 -09-21","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2012/09/21 00:00:00","680175.5174","2012 -09-21","1165"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2012/09/21 00:00:00","3615.7498","2012 -09-21","1162"
"RM1) Reserve Money (Liabilities/Components) ","2012/09/21 00:00:00","1448154.984515","2012 -09-21","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2012/10/19 00:00:00","18778.5898","2012 -10-19","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2012/10/19 00:00:00","16607.84","2012 -10-19","1159"
"RM2.2) Net foreign exchange assets of RBI ","2012/10/19 00:00:00","1551154.979127","2012 -10-19","1163"
"RM2.3) Govt't currency liabilities to the public ","2012/10/19 00:00:00","14524.2308","2012 -10-19","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2012/10/19 00:00:00","677465.8121","2012 -10-19","1165"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2012/10/19 00:00:00","2170.7498","2012 -10-19","1162"
"RM1) Reserve Money (Liabilities/Components) ","2012/10/19 00:00:00","1462186.154792","2012 -10-19","1154"
"RM1.1) Currency in circulation -Total ","2012/10/19 00:00:00","1109818.6595","2012 -10-19","1150"
"RM1.3) Bankers' deposits with RBI ","2012/10/19 00:00:00","350765.2939","2012 -10-19","1153"
"RM1.2) `Other' deposits with RBI ","2012/10/19 00:00:00","1602.201392","2012 -10-19","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2012/10/19 00:00:00","555194.163034","2012 -10-19","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2012/10/19 00:00:00","554447.226734","2012 -10-19","1157"
"RM1.1) Currency in circulation -Total ","2011/04/15 00:00:00","981121.87019","2011 -04-15","1150"
"RM1.3) Bankers' deposits with RBI ","2011/04/15 00:00:00","375162.5364","2011 -04-15","1153"
"RM1.2) `Other' deposits with RBI ","2011/04/15 00:00:00","1880.7784","2011 -04-15","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2011/04/15 00:00:00","375767.5547","2011 -04-15","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2011/04/15 00:00:00","373247.5387","2011 -04-15","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2011/04/15 00:00:00","3496.03","2011 -04-15","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2011/04/15 00:00:00","1946.55","2011 -04-15","1159"
"RM2.2) Net foreign exchange assets of RBI ","2011/04/15 00:00:00","1338534.6299","2011 -04-15","1163"
"RM2.3) Govt't currency liabilities to the public ","2011/04/15 00:00:00","12724.34019","2011 -04-15","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2011/04/15 00:00:00","372357.3649","2011 -04-15","1165"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2011/04/15 00:00:00","1549.48","2011 -04-15","1162"
"RM1) Reserve Money (Liabilities/Components) ","2011/04/15 00:00:00","1358165.18499","2011 -04-15","1154"
"RM1.1) Currency in circulation -Total ","2011/04/29 00:00:00","981781.20107","2011 -04-29","1150"
"RM1.3) Bankers' deposits with RBI ","2011/04/29 00:00:00","373031.85","2011 -04-29","1153"
"RM1.2) `Other' deposits with RBI ","2011/04/29 00:00:00","3145.4599","2011 -04-29","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2011/04/29 00:00:00","377604.9139","2011 -04-29","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2011/04/29 00:00:00","376032.3639","2011 -04-29","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2011/04/29 00:00:00","3784.77","2011 -04-29","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2011/04/29 00:00:00","2189.4","2011 -04-29","1159"
"RM2.2) Net foreign exchange assets of RBI ","2011/04/29 00:00:00","1358370.6699","2011 -04-29","1163"
"RM2.3) Govt't currency liabilities to the public ","2011/04/29 00:00:00","12833.84107","2011 -04-29","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2011/04/29 00:00:00","394635.69","2011 -04-29","1165"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2011/04/29 00:00:00","1595.37","2011 -04-29","1162"
"RM1) Reserve Money (Liabilities/Components) ","2011/04/29 00:00:00","1357958.51097","2011 -04-29","1154"
"RM1.1) Currency in circulation -Total ","2012/06/01 00:00:00","1119847.4769","2012 -06-01","1150"
"RM1.3) Bankers' deposits with RBI ","2012/06/01 00:00:00","317144.79","2012 -06-01","1153"
"RM1.2) `Other' deposits with RBI ","2012/06/01 00:00:00","1501.2244","2012 -06-01","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2012/06/01 00:00:00","538958.2522","2012 -06-01","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2012/06/01 00:00:00","539000.7122","2012 -06-01","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2012/06/01 00:00:00","12261.65","2012 -06-01","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2012/06/01 00:00:00","6664.28","2012 -06-01","1159"
"RM2.2) Net foreign exchange assets of RBI ","2012/06/01 00:00:00","1563397.2644","2012 -06-01","1163"
"RM2.3) Govt't currency liabilities to the public ","2012/06/01 00:00:00","13714.1669","2012 -06-01","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2012/06/01 00:00:00","689837.83","2012 -06-01","1165"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2012/06/01 00:00:00","5597.37","2012 -06-01","1162"
"RM1) Reserve Money (Liabilities/Components) ","2012/06/01 00:00:00","1438493.4913","2012 -06-01","1154"
"RM1.1) Currency in circulation -Total ","2010/06/04 00:00:00","857881.28","2010 -06-04","1150"
"RM1.3) Bankers' deposits with RBI ","2010/06/04 00:00:00","294734.02","2010 -06-04","1153"
"RM1.2) `Other' deposits with RBI ","2010/06/04 00:00:00","3611.6341","2010 -06-04","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2010/06/04 00:00:00","213813.19","2010 -06-04","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2010/06/04 00:00:00","213854.51","2010 -06-04","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2010/06/04 00:00:00","1463.01","2010 -06-04","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2010/06/04 00:00:00","135","2010 -06-04","1159"
"RM2.2) Net foreign exchange assets of RBI ","2010/06/04 00:00:00","1237364.4241","2010 -06-04","1163"
"RM2.3) Govt't currency liabilities to the public ","2010/06/04 00:00:00","11507.87","2010 -06-04","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2010/06/04 00:00:00","307921.55","2010 -06-04","1165"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2010/06/04 00:00:00","1328.01","2010 -06-04","1162"
"RM1) Reserve Money (Liabilities/Components) ","2010/06/04 00:00:00","1156226.9341","2010 -06-04","1154"
"RM1.2) `Other' deposits with RBI ","2007/11/02 00:00:00","4859.5301","2007 -11-02","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2007/11/02 00:00:00","-137176.14","2007 -11-02","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2007/11/02 00:00:00","-138334.27","2007 -11-02","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2007/11/02 00:00:00","1402.28","2007 -11-02","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2007/11/02 00:00:00","19","2007 -11-02","1159"
"RM2.2) Net foreign exchange assets of RBI ","2007/11/02 00:00:00","1047481.8601","2007 -11-02","1163"
"RM2.3) Govt't currency liabilities to the public ","2007/11/02 00:00:00","8755.39","2007 -11-02","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2007/11/02 00:00:00","142792.14","2007 -11-02","1165"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2007/11/02 00:00:00","1383.28","2007 -11-02","1162"
"RM1) Reserve Money (Liabilities/Components) ","2007/11/02 00:00:00","777671.2401","2007 -11-02","1154"
"RM1) Reserve Money (Liabilities/Components) ","2011/05/06 00:00:00","1348260.98097","2011 -05-06","1154"
"RM1.1) Currency in circulation -Total ","2011/06/03 00:00:00","996009.25567","2011 -06-03","1150"
"RM1.3) Bankers' deposits with RBI ","2011/06/03 00:00:00","357320.74","2011 -06-03","1153"
"RM1.2) `Other' deposits with RBI ","2011/06/03 00:00:00","3803.3299","2011 -06-03","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2011/06/03 00:00:00","372396.3411","2011 -06-03","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2011/06/03 00:00:00","371245.0711","2011 -06-03","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2011/06/03 00:00:00","3635.22","2011 -06-03","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2011/06/03 00:00:00","1944.85","2011 -06-03","1159"
"RM2.2) Net foreign exchange assets of RBI ","2011/06/03 00:00:00","1370824.3499","2011 -06-03","1163"
"RM2.3) Govt't currency liabilities to the public ","2011/06/03 00:00:00","12960.42567","2011 -06-03","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2011/06/03 00:00:00","402683.01","2011 -06-03","1165"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2011/06/03 00:00:00","1690.37","2011 -06-03","1162"
"RM1) Reserve Money (Liabilities/Components) ","2011/06/03 00:00:00","1357133.32557","2011 -06-03","1154"
"RM1.1) Currency in circulation -Total ","2012/03/30 00:00:00","1069272.6969","2012 -03-30","1150"
"RM1.2) `Other' deposits with RBI ","2012/03/30 00:00:00","2111.62","2012 -03-30","1152"
"RM1.3) Bankers' deposits with RBI ","2012/03/30 00:00:00","364834.06","2012 -03-30","1153"
"RM1) Reserve Money (Liabilities/Components) ","2012/03/30 00:00:00","1436218.3769","2012 -03-30","1154"
"RM1.1) Currency in circulation -Total ","2012/07/27 00:00:00","1102263.7576","2012 -07-27","1150"
"RM1.3) Bankers' deposits with RBI ","2012/07/27 00:00:00","341708.8541","2012 -07-27","1153"
"RM1.2) `Other' deposits with RBI ","2012/07/27 00:00:00","2575.948132","2012 -07-27","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2012/07/27 00:00:00","547147.374962","2012 -07-27","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2012/07/27 00:00:00","546396.389562","2012 -07-27","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2012/07/27 00:00:00","15812.4498","2012 -07-27","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2012/07/27 00:00:00","11045.55","2012 -07-27","1159"
"RM2.2) Net foreign exchange assets of RBI ","2012/07/27 00:00:00","1570082.505518","2012 -07-27","1163"
"RM2.3) Govt't currency liabilities to the public ","2012/07/27 00:00:00","14051.7711","2012 -07-27","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2012/07/27 00:00:00","700545.5464","2012 -07-27","1165"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2012/07/27 00:00:00","4766.8998","2012 -07-27","1162"
"RM1) Reserve Money (Liabilities/Components) ","2012/07/27 00:00:00","1446548.559832","2012 -07-27","1154"
"RM1.1) Currency in circulation -Total ","2011/10/28 00:00:00","1011612.4473","2011 -10-28","1150"
"RM1.3) Bankers' deposits with RBI ","2011/10/28 00:00:00","371660.56","2011 -10-28","1153"
"RM1.2) `Other' deposits with RBI ","2011/10/28 00:00:00","1392.8022","2011 -10-28","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2011/10/28 00:00:00","391983.9049","2011 -10-28","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2011/10/28 00:00:00","391681.2849","2011 -10-28","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2011/10/28 00:00:00","5656.61","2011 -10-28","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2011/10/28 00:00:00","3778.62","2011 -10-28","1159"
"RM2.2) Net foreign exchange assets of RBI ","2011/10/28 00:00:00","1530767.9722","2011 -10-28","1163"
"RM2.3) Govt't currency liabilities to the public ","2011/10/28 00:00:00","12783.6273","2011 -10-28","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2011/10/28 00:00:00","556526.31","2011 -10-28","1165"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2011/10/28 00:00:00","1877.99","2011 -10-28","1162"
"RM1) Reserve Money (Liabilities/Components) ","2011/10/28 00:00:00","1384665.8095","2011 -10-28","1154"
"RM1.1) Currency in circulation -Total ","2011/08/26 00:00:00","983062.523","2011 -08-26","1150"
"RM1.3) Bankers' deposits with RBI ","2011/08/26 00:00:00","382214.57","2011 -08-26","1153"
"RM1.2) `Other' deposits with RBI ","2011/08/26 00:00:00","2765.5399","2011 -08-26","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2011/08/26 00:00:00","368131.7831","2011 -08-26","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2011/08/26 00:00:00","367740.9631","2011 -08-26","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2011/08/26 00:00:00","3581.49","2011 -08-26","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2011/08/26 00:00:00","1742.72","2011 -08-26","1159"
"RM2.2) Net foreign exchange assets of RBI ","2011/08/26 00:00:00","1431016.0999","2011 -08-26","1163"
"RM2.3) Govt't currency liabilities to the public ","2011/08/26 00:00:00","12477.713","2011 -08-26","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2011/08/26 00:00:00","447164.45","2011 -08-26","1165"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2011/08/26 00:00:00","1838.77","2011 -08-26","1162"
"RM1) Reserve Money (Liabilities/Components) ","2011/08/26 00:00:00","1368042.6329","2011 -08-26","1154"
"RM1.1) Currency in circulation -Total ","2011/07/29 00:00:00","975518.5409","2011 -07-29","1150"
"RM1.3) Bankers' deposits with RBI ","2011/07/29 00:00:00","379679.24","2011 -07-29","1153"
"RM1.2) `Other' deposits with RBI ","2011/07/29 00:00:00","1378.3599","2011 -07-29","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2011/07/29 00:00:00","372133.6124","2011 -07-29","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2011/07/29 00:00:00","372159.3824","2011 -07-29","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2011/07/29 00:00:00","4195.51","2011 -07-29","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2011/07/29 00:00:00","2396.19","2011 -07-29","1159"
"RM2.2) Net foreign exchange assets of RBI ","2011/07/29 00:00:00","1376725.5199","2011 -07-29","1163"
"RM2.3) Govt't currency liabilities to the public ","2011/07/29 00:00:00","12362.2909","2011 -07-29","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2011/07/29 00:00:00","408840.79","2011 -07-29","1165"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2011/07/29 00:00:00","1799.32","2011 -07-29","1162"
"RM1) Reserve Money (Liabilities/Components) ","2011/07/29 00:00:00","1356576.1408","2011 -07-29","1154"
"RM1.1) Currency in circulation -Total ","2011/09/09 00:00:00","991494.173","2011 -09-09","1150"
"RM1.3) Bankers' deposits with RBI ","2011/09/09 00:00:00","380717.2","2011 -09-09","1153"
"RM1.2) `Other' deposits with RBI ","2011/09/09 00:00:00","2531.0999","2011 -09-09","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2011/09/09 00:00:00","377148.6364","2011 -09-09","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2011/09/09 00:00:00","377191.0964","2011 -09-09","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2011/09/09 00:00:00","2296.32","2011 -09-09","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2011/09/09 00:00:00","824.02","2011 -09-09","1159"
"RM2.2) Net foreign exchange assets of RBI ","2011/09/09 00:00:00","1433371.4899","2011 -09-09","1163"
"RM2.3) Govt't currency liabilities to the public ","2011/09/09 00:00:00","12477.713","2011 -09-09","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2011/09/09 00:00:00","450551.68","2011 -09-09","1165"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2011/09/09 00:00:00","1472.3","2011 -09-09","1162"
"RM1) Reserve Money (Liabilities/Components) ","2011/09/09 00:00:00","1374742.4729","2011 -09-09","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2010/03/19 00:00:00","5372.01","2010 -03-19","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2010/03/19 00:00:00","35","2010 -03-19","1159"
"RM2.2) Net foreign exchange assets of RBI ","2010/03/19 00:00:00","1238446.9009","2010 -03-19","1163"
"RM2.3) Govt't currency liabilities to the public ","2010/03/19 00:00:00","11167.56","2010 -03-19","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2010/03/19 00:00:00","320615.34","2010 -03-19","1165"
"RM1.1) Currency in circulation -Total ","2010/10/15 00:00:00","878107.82","2010 -10-15","1150"
"RM1.3) Bankers' deposits with RBI ","2010/10/15 00:00:00","345110.63","2010 -10-15","1153"
"RM1.2) `Other' deposits with RBI ","2010/10/15 00:00:00","3951.7841","2010 -10-15","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2010/10/15 00:00:00","260744.46","2010 -10-15","1156"
"RM2.1.1.1) RBI's Claims on - Central Govt","2010/10/15 00:00:00","259080.3","2010 -10-15","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2010/10/15 00:00:00","5494.88","2010 -10-15","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2010/10/15 00:00:00","4017.5","2010 -10-15","1159"
"RM2.2) Net foreign exchange assets of RBI ","2010/10/15 00:00:00","1276250.9941","2010 -10-15","1163"
"RM2.3) Govt't currency liabilities to the public ","2010/10/15 00:00:00","12000.34","2010 -10-15","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2010/10/15 00:00:00","327320.42","2010 -10-15","1165"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2010/10/15 00:00:00","1477.38","2010 -10-15","1162"
"RM1) Reserve Money (Liabilities/Components) ","2010/10/15 00:00:00","1227170.2341","2010 -10-15","1154"
"RM2.1.1.1) RBI's Claims on - Central Govt","2007/04/06 00:00:00","-12802.45","2007 -04-06","1157"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2007/04/06 00:00:00","4727.66","2007 -04-06","1158"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2007/04/06 00:00:00","3343.43","2007 -04-06","1159"
