"RM Item Desc","Date","Amount (in Rs. Crore)","Prompts_Time1","Sequence"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2021/08/27 00:00:00","-736998.72","2021 -08-27","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2021/08/27 00:00:00","1188194.04","2021 -08-27","1157"
"RM1.1) Currency in circulation -Total ","2018/10/26 00:00:00","1961262.7247","2018 -10-26","1150"
"RM1.3) Bankers' deposits with RBI ","2018/10/26 00:00:00","508016","2018 -10-26","1153"
"RM1.2) `Other' deposits with RBI ","2018/10/26 00:00:00","24578.4143","2018 -10-26","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2018/10/26 00:00:00","651066","2018 -10-26","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2018/10/26 00:00:00","85849","2018 -10-26","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2018/10/26 00:00:00","9230","2018 -10-26","1162"
"RM2.2) Net foreign exchange assets of RBI ","2018/10/26 00:00:00","2871271.4443","2018 -10-26","1163"
"RM2.3) Govt't currency liabilities to the public ","2018/10/26 00:00:00","25696.7247","2018 -10-26","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2018/10/26 00:00:00","1149256.03","2018 -10-26","1165"
"RM1) Reserve Money (Liabilities/Components) ","2018/10/26 00:00:00","2493857.139","2018 -10-26","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2018/10/26 00:00:00","95079","2018 -10-26","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2018/10/26 00:00:00","649327","2018 -10-26","1157"
"RM1.1) Currency in circulation -Total ","2019/03/31 00:00:00","2136770.3357","2019 -03-31","1150"
"RM1.3) Bankers' deposits with RBI ","2019/03/31 00:00:00","601969","2019 -03-31","1153"
"RM1.2) `Other' deposits with RBI ","2019/03/31 00:00:00","31741.9179","2019 -03-31","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2019/03/31 00:00:00","801951","2019 -03-31","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2019/03/31 00:00:00","137488","2019 -03-31","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2019/03/31 00:00:00","15363","2019 -03-31","1162"
"RM2.2) Net foreign exchange assets of RBI ","2019/03/31 00:00:00","2848586.9479","2019 -03-31","1163"
"RM2.3) Govt't currency liabilities to the public ","2019/03/31 00:00:00","25887.3357","2019 -03-31","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2019/03/31 00:00:00","1058795.03","2019 -03-31","1165"
"RM1) Reserve Money (Liabilities/Components) ","2019/03/31 00:00:00","2770481.2536","2019 -03-31","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2019/03/31 00:00:00","152851","2019 -03-31","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2019/03/31 00:00:00","800473","2019 -03-31","1157"
"RM1.1) Currency in circulation -Total ","2019/04/19 00:00:00","2188064.3357","2019 -04-19","1150"
"RM1.3) Bankers' deposits with RBI ","2019/04/19 00:00:00","577014","2019 -04-19","1153"
"RM1.2) `Other' deposits with RBI ","2019/04/19 00:00:00","28169.2177","2019 -04-19","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2019/04/19 00:00:00","868426","2019 -04-19","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2019/04/19 00:00:00","96959","2019 -04-19","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2019/04/19 00:00:00","9066","2019 -04-19","1162"
"RM2.2) Net foreign exchange assets of RBI ","2019/04/19 00:00:00","2864532.2477","2019 -04-19","1163"
"RM2.3) Govt't currency liabilities to the public ","2019/04/19 00:00:00","25887.3357","2019 -04-19","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2019/04/19 00:00:00","1071623.03","2019 -04-19","1165"
"RM1) Reserve Money (Liabilities/Components) ","2019/04/19 00:00:00","2793247.5534","2019 -04-19","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2019/04/19 00:00:00","106025","2019 -04-19","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2019/04/19 00:00:00","863431","2019 -04-19","1157"
"RM1.1) Currency in circulation -Total ","2020/05/29 00:00:00","2616539.8647","2020 -05-29","1150"
"RM1.3) Bankers' deposits with RBI ","2020/05/29 00:00:00","468973","2020 -05-29","1153"
"RM1.2) `Other' deposits with RBI ","2020/05/29 00:00:00","46135.8442","2020 -05-29","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2020/05/29 00:00:00","1179922","2020 -05-29","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2020/05/29 00:00:00","-329604","2020 -05-29","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2020/05/29 00:00:00","7316","2020 -05-29","1162"
"RM2.2) Net foreign exchange assets of RBI ","2020/05/29 00:00:00","3708975.8742","2020 -05-29","1163"
"RM2.3) Govt't currency liabilities to the public ","2020/05/29 00:00:00","26386.8647","2020 -05-29","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2020/05/29 00:00:00","1461348.03","2020 -05-29","1165"
"RM1) Reserve Money (Liabilities/Components) ","2020/05/29 00:00:00","3131648.7089","2020 -05-29","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2020/05/29 00:00:00","-322288","2020 -05-29","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2020/05/29 00:00:00","1172777","2020 -05-29","1157"
"RM1.1) Currency in circulation -Total ","2021/10/22 00:00:00","2944992.511","2021 -10-22","1150"
"RM1.3) Bankers' deposits with RBI ","2021/10/22 00:00:00","685574.39","2021 -10-22","1153"
"RM1.2) `Other' deposits with RBI ","2021/10/22 00:00:00","47165.17046","2021 -10-22","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2021/10/22 00:00:00","1043103.16","2021 -10-22","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2021/10/22 00:00:00","-651979.03","2021 -10-22","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2021/10/22 00:00:00","1979.79","2021 -10-22","1162"
"RM2.2) Net foreign exchange assets of RBI ","2021/10/22 00:00:00","4630457.5","2021 -10-22","1163"
"RM2.3) Govt't currency liabilities to the public ","2021/10/22 00:00:00","27292.6309","2021 -10-22","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2021/10/22 00:00:00","1373121.98","2021 -10-22","1165"
"RM1) Reserve Money (Liabilities/Components) ","2021/10/22 00:00:00","3677732.071","2021 -10-22","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2021/10/22 00:00:00","-649999.24","2021 -10-22","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2021/10/22 00:00:00","1038344.08","2021 -10-22","1157"
"RM1.1) Currency in circulation -Total ","2021/01/01 00:00:00","2770377.2871","2021 -01-01","1150"
"RM1.3) Bankers' deposits with RBI ","2021/01/01 00:00:00","509365.32","2021 -01-01","1153"
"RM1.2) `Other' deposits with RBI ","2021/01/01 00:00:00","42409.8572","2021 -01-01","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2021/01/01 00:00:00","1102052.66","2021 -01-01","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2021/01/01 00:00:00","-630217.14","2021 -01-01","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2021/01/01 00:00:00","11495.66","2021 -01-01","1162"
"RM2.2) Net foreign exchange assets of RBI ","2021/01/01 00:00:00","4269569.4672","2021 -01-01","1163"
"RM2.3) Govt't currency liabilities to the public ","2021/01/01 00:00:00","26680.8071","2021 -01-01","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2021/01/01 00:00:00","1457428.99","2021 -01-01","1165"
"RM1) Reserve Money (Liabilities/Components) ","2021/01/01 00:00:00","3322152.4643","2021 -01-01","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2021/01/01 00:00:00","-618721.48","2021 -01-01","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2021/01/01 00:00:00","1096526.22","2021 -01-01","1157"
"RM1.1) Currency in circulation -Total ","2021/03/12 00:00:00","2861281.659","2021 -03-12","1150"
"RM1.3) Bankers' deposits with RBI ","2021/03/12 00:00:00","496453.83","2021 -03-12","1153"
"RM1.2) `Other' deposits with RBI ","2021/03/12 00:00:00","45795.8483","2021 -03-12","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2021/03/12 00:00:00","1070490.3","2021 -03-12","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2021/03/12 00:00:00","-565257.38","2021 -03-12","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2021/03/12 00:00:00","8511.07","2021 -03-12","1162"
"RM2.2) Net foreign exchange assets of RBI ","2021/03/12 00:00:00","4216468.5083","2021 -03-12","1163"
"RM2.3) Govt't currency liabilities to the public ","2021/03/12 00:00:00","26819.399","2021 -03-12","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2021/03/12 00:00:00","1353500.56","2021 -03-12","1165"
"RM1) Reserve Money (Liabilities/Components) ","2021/03/12 00:00:00","3403531.3373","2021 -03-12","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2021/03/12 00:00:00","-556746.31","2021 -03-12","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2021/03/12 00:00:00","1062010.71","2021 -03-12","1157"
"RM1.1) Currency in circulation -Total ","2021/11/12 00:00:00","2993086.97317006","2021 -11-12","1150"
"RM1.3) Bankers' deposits with RBI ","2021/11/12 00:00:00","680964.91","2021 -11-12","1153"
"RM1.2) `Other' deposits with RBI ","2021/11/12 00:00:00","47888.270464268","2021 -11-12","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2021/11/12 00:00:00","1243978.82","2021 -11-12","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2021/11/12 00:00:00","-814366.54","2021 -11-12","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2021/11/12 00:00:00","2140.29","2021 -11-12","1162"
"RM2.2) Net foreign exchange assets of RBI ","2021/11/12 00:00:00","4591671.97046427","2021 -11-12","1163"
"RM1.1) Currency in circulation -Total ","2018/11/30 00:00:00","1995899.0647","2018 -11-30","1150"
"RM1.3) Bankers' deposits with RBI ","2018/11/30 00:00:00","535315","2018 -11-30","1153"
"RM1.2) `Other' deposits with RBI ","2018/11/30 00:00:00","25659.0713","2018 -11-30","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2018/11/30 00:00:00","785769","2018 -11-30","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2018/11/30 00:00:00","38967","2018 -11-30","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2018/11/30 00:00:00","8978","2018 -11-30","1162"
"RM2.2) Net foreign exchange assets of RBI ","2018/11/30 00:00:00","2738645.1013","2018 -11-30","1163"
"RM2.3) Govt't currency liabilities to the public ","2018/11/30 00:00:00","25786.0647","2018 -11-30","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2018/11/30 00:00:00","1041272.03","2018 -11-30","1165"
"RM1) Reserve Money (Liabilities/Components) ","2018/11/30 00:00:00","2556873.136","2018 -11-30","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2018/11/30 00:00:00","47945","2018 -11-30","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2018/11/30 00:00:00","785093","2018 -11-30","1157"
"RM1.1) Currency in circulation -Total ","2020/03/13 00:00:00","2399982.55483266","2020 -03-13","1150"
"RM1.3) Bankers' deposits with RBI ","2020/03/13 00:00:00","592829","2020 -03-13","1153"
"RM1.2) `Other' deposits with RBI ","2020/03/13 00:00:00","36175.171691268","2020 -03-13","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2020/03/13 00:00:00","1023925","2020 -03-13","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2020/03/13 00:00:00","-268611","2020 -03-13","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2020/03/13 00:00:00","3730","2020 -03-13","1162"
"RM2.2) Net foreign exchange assets of RBI ","2020/03/13 00:00:00","3552965.20169127","2020 -03-13","1163"
"RM2.3) Govt't currency liabilities to the public ","2020/03/13 00:00:00","26314.55483266","2020 -03-13","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2020/03/13 00:00:00","1309337.03","2020 -03-13","1165"
"RM1) Reserve Money (Liabilities/Components) ","2020/03/13 00:00:00","3028986.7265","2020 -03-13","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2020/03/13 00:00:00","-264881","2020 -03-13","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2020/03/13 00:00:00","1017813","2020 -03-13","1157"
"RM1.1) Currency in circulation -Total ","2020/10/02 00:00:00","2680043.4085","2020 -10-02","1150"
"RM1.3) Bankers' deposits with RBI ","2020/10/02 00:00:00","490054","2020 -10-02","1153"
"RM1.2) `Other' deposits with RBI ","2020/10/02 00:00:00","44460.5731","2020 -10-02","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2020/10/02 00:00:00","947103","2020 -10-02","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2020/10/02 00:00:00","-380786","2020 -10-02","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2020/10/02 00:00:00","14794","2020 -10-02","1162"
"RM2.2) Net foreign exchange assets of RBI ","2020/10/02 00:00:00","3986638.6031","2020 -10-02","1163"
"RM2.3) Govt't currency liabilities to the public ","2020/10/02 00:00:00","26481.4085","2020 -10-02","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2020/10/02 00:00:00","1379673.03","2020 -10-02","1165"
"RM1) Reserve Money (Liabilities/Components) ","2020/10/02 00:00:00","3214557.9816","2020 -10-02","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2020/10/02 00:00:00","-365992","2020 -10-02","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2020/10/02 00:00:00","933976","2020 -10-02","1157"
"RM1.1) Currency in circulation -Total ","2021/02/12 00:00:00","2840949.9872","2021 -02-12","1150"
"RM1.3) Bankers' deposits with RBI ","2021/02/12 00:00:00","499835.03","2021 -02-12","1153"
"RM1.2) `Other' deposits with RBI ","2021/02/12 00:00:00","43283.5315","2021 -02-12","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2021/02/12 00:00:00","1139637.73","2021 -02-12","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2021/02/12 00:00:00","-615459.55","2021 -02-12","1159"
"RM2.2) Net foreign exchange assets of RBI ","2021/02/12 00:00:00","4242129.2215","2021 -02-12","1163"
"RM2.3) Govt't currency liabilities to the public ","2021/02/12 00:00:00","26746.8772","2021 -02-12","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2021/02/12 00:00:00","1417401.09","2021 -02-12","1165"
"RM1) Reserve Money (Liabilities/Components) ","2021/02/12 00:00:00","3384068.5487","2021 -02-12","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2021/02/12 00:00:00","-607044.19","2021 -02-12","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2021/02/12 00:00:00","1128761.86","2021 -02-12","1157"
"RM1.1) Currency in circulation -Total ","2021/10/29 00:00:00","2945130","2021 -10-29","1150"
"RM1.3) Bankers' deposits with RBI ","2021/10/29 00:00:00","710774.52","2021 -10-29","1153"
"RM1.2) `Other' deposits with RBI ","2021/10/29 00:00:00","47546.35","2021 -10-29","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2021/10/29 00:00:00","1108510.08","2021 -10-29","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2021/10/29 00:00:00","-696020.03","2021 -10-29","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2021/10/29 00:00:00","2136.79","2021 -10-29","1162"
"RM2.2) Net foreign exchange assets of RBI ","2021/10/29 00:00:00","4635085.62","2021 -10-29","1163"
"RM2.3) Govt't currency liabilities to the public ","2021/10/29 00:00:00","27441.06","2021 -10-29","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2021/10/29 00:00:00","1373702.65","2021 -10-29","1165"
"RM1) Reserve Money (Liabilities/Components) ","2021/10/29 00:00:00","3703450.87","2021 -10-29","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2021/10/29 00:00:00","-693883.24","2021 -10-29","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2021/10/29 00:00:00","1106586.66","2021 -10-29","1157"
"RM1.1) Currency in circulation -Total ","2021/11/26 00:00:00","2983295.35103396","2021 -11-26","1150"
"RM1.3) Bankers' deposits with RBI ","2021/11/26 00:00:00","704368.37","2021 -11-26","1153"
"RM1.2) `Other' deposits with RBI ","2021/11/26 00:00:00","48443.0804642679","2021 -11-26","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2021/11/26 00:00:00","1177311.7","2021 -11-26","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2021/11/26 00:00:00","-726052.98","2021 -11-26","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2021/11/26 00:00:00","2135.29","2021 -11-26","1162"
"RM2.2) Net foreign exchange assets of RBI ","2021/11/26 00:00:00","4597066.71046427","2021 -11-26","1163"
"RM2.3) Govt't currency liabilities to the public ","2021/11/26 00:00:00","27538.75103396","2021 -11-26","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2021/11/26 00:00:00","1341892.67","2021 -11-26","1165"
"RM1) Reserve Money (Liabilities/Components) ","2021/11/26 00:00:00","3736106.80149823","2021 -11-26","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2021/11/26 00:00:00","-723917.69","2021 -11-26","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2021/11/26 00:00:00","1176894.61","2021 -11-26","1157"
"RM1.1) Currency in circulation -Total ","2021/04/30 00:00:00","2914856.5931","2021 -04-30","1150"
"RM1.3) Bankers' deposits with RBI ","2021/04/30 00:00:00","621624.42","2021 -04-30","1153"
"RM1.2) `Other' deposits with RBI ","2021/04/30 00:00:00","49018.9383","2021 -04-30","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2021/04/30 00:00:00","1187599.46","2021 -04-30","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2021/04/30 00:00:00","-512011.74","2021 -04-30","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2021/04/30 00:00:00","8686.07","2021 -04-30","1162"
"RM2.2) Net foreign exchange assets of RBI ","2021/04/30 00:00:00","4335868.5883","2021 -04-30","1163"
"RM2.3) Govt't currency liabilities to the public ","2021/04/30 00:00:00","26973.0331","2021 -04-30","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2021/04/30 00:00:00","1461615.46","2021 -04-30","1165"
"RM1) Reserve Money (Liabilities/Components) ","2021/04/30 00:00:00","3585499.9514","2021 -04-30","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2021/04/30 00:00:00","-503325.67","2021 -04-30","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2021/04/30 00:00:00","1183136.38","2021 -04-30","1157"
"RM2.3) Govt't currency liabilities to the public ","2021/06/04 00:00:00","26995.231","2021 -06-04","1164"
"RM2.4) Net non-monetary liabilities of RBI ","2021/06/04 00:00:00","1328980.44","2021 -06-04","1165"
"RM1) Reserve Money (Liabilities/Components) ","2021/06/04 00:00:00","3738137.7294","2021 -06-04","1154"
"RM2.1.2) RBI's Claims on Banks & Commercial sector","2021/06/04 00:00:00","-465335.99","2021 -06-04","1158"
"RM2.1.1.1) RBI's Claims on - Central Govt","2021/06/04 00:00:00","1097128.43","2021 -06-04","1157"
"RM1.1) Currency in circulation -Total ","2021/06/25 00:00:00","2980028.8037","2021 -06-25","1150"
"RM1.3) Bankers' deposits with RBI ","2021/06/25 00:00:00","668838.36","2021 -06-25","1153"
"RM1.2) `Other' deposits with RBI ","2021/06/25 00:00:00","50120.1883","2021 -06-25","1152"
"RM2.1.1) RBI's Claims on - Government (net)","2021/06/25 00:00:00","1017176.76","2021 -06-25","1156"
"RM2.1.2.1) RBI's Claims on Banks (Including NABARD)","2021/06/25 00:00:00","-452720.59","2021 -06-25","1159"
"RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ","2021/06/25 00:00:00","6048.4","2021 -06-25","1162"
